SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
050,1,2,36,061,New York,New York County,1585873,1585874,1588609,1609789,1624885,1631375,1636966,1644518,2735,21180,15096,6490,5591,7552,5028,19710,19444,19015,18534,18669,2293,10081,9486,9894,10722,10924,2735,9629,9958,9121,7812,7745,3198,14860,14624,16046,18322,18312,-2947,-3576,-9037,-16503,-21625,-16154,251,11284,5587,-457,-3303,2158,-251,267,-449,-2174,1082,-2351,67373,67323,67306,66948,66990,66881,66848,12.324920163,12.022231607,11.679042828,11.341533824,11.378388558,6.3037808303,5.8651969256,6.0769103204,6.5611268836,6.6579632873,6.0211393329,6.1570346811,5.6021325078,4.7804069404,4.720425271,9.2921518835,9.0420240185,9.8554783709,11.211804399,11.160804075,-2.236119457,-5.587580078,-10.13616849,-13.23301332,-9.845545491,7.0560324262,3.4544439409,-0.280690117,-2.021208925,1.3152585842
050,1,2,36,063,New York,Niagara County,216469,216487,216489,215669,214767,214214,213449,212652,2,-820,-902,-553,-765,-797,543,2164,2165,2204,2163,2191,595,2370,2303,2332,2416,2310,-52,-206,-138,-128,-253,-119,43,165,192,192,214,213,26,-679,-959,-576,-565,-875,69,-514,-767,-384,-351,-662,-15,-100,3,-41,-161,-16,4319,4312,4198,4139,4137,4117,4117,10.014855678,10.059567508,10.275513368,10.115441364,10.283946764,10.968210701,10.700777816,10.872276395,11.298615966,10.842499783,-0.953355023,-0.641210308,-0.596763027,-1.183174602,-0.558553019,0.7636096057,0.892118689,0.8951445402,1.0007880036,0.999762967,-3.142369226,-4.455946993,-2.685433621,-2.642267393,-4.107007494,-2.37875962,-3.563828304,-1.79028908,-1.641479389,-3.107244527
050,1,2,36,065,New York,Oneida County,234878,234890,234837,234267,233991,233760,233272,232500,-53,-570,-276,-231,-488,-772,670,2621,2687,2650,2642,2634,638,2516,2454,2613,2374,2429,32,105,233,37,268,205,150,641,685,726,836,836,-231,-1193,-1210,-964,-1440,-1792,-81,-552,-525,-238,-604,-956,-4,-123,16,-30,-152,-21,13405,13363,13160,12823,12815,13064,12988,11.174494355,11.476579151,11.330814899,11.313999897,11.310254803,10.726832429,10.481401279,11.172611069,10.166326933,10.429995792,0.4476619257,0.995177872,0.1582038307,1.1476729646,0.8802590108,2.7328694703,2.9257375208,3.1042157045,3.5800544716,3.5897391857,-5.086292165,-5.168091095,-4.121851156,-6.166601004,-7.694751939,-2.353422695,-2.242353574,-1.017635451,-2.586546532,-4.105012753
050,1,2,36,067,New York,Onondaga County,467026,467027,467464,467824,467471,469101,468659,468463,437,360,-353,1630,-442,-196,1369,5321,5438,5373,5215,5270,858,4175,4130,4169,4125,4081,511,1146,1308,1204,1090,1189,333,1584,1623,1745,2012,2011,-380,-2211,-3316,-1337,-3325,-3362,-47,-627,-1693,408,-1313,-1351,-27,-159,32,18,-219,-34,17069,17112,16930,16803,17119,17178,17176,11.378313418,11.628416703,11.47375749,11.122248763,11.247201538,8.9277313512,8.8314382093,8.902679132,8.7975601433,8.7096450622,2.4505820667,2.7969784934,2.5710783581,2.3246886197,2.5375564761,3.3871919665,3.4705627636,3.7263552615,4.2910766081,4.2918638128,-4.727955453,-7.090810921,-2.855092828,-7.091366661,-7.175159691,-1.340763487,-3.620248157,0.8712624336,-2.800290053,-2.883295878
050,1,2,36,069,New York,Ontario County,107931,108097,108219,108759,108795,109262,109583,109561,122,540,36,467,321,-22,248,1050,1037,1044,1032,1041,284,1044,1022,1029,1053,1021,-36,6,15,15,-21,20,21,137,123,132,157,157,144,369,-99,271,191,-191,165,506,24,403,348,-34,-7,28,-3,49,-6,-8,3329,3330,3331,3361,3367,3384,3386,9.6784005752,9.5332653042,9.5754779714,9.4313326784,9.5006023437,9.623095429,9.3953685062,9.4378992649,9.6232493317,9.3180739605,0.0553051461,0.137896798,0.1375787065,-0.191916653,0.1825283832,1.262800837,1.1307537439,1.2106926171,1.4348054559,1.4328478078,3.4012664878,-0.910118867,2.4855886305,1.7455276566,-1.743146059,4.6640673248,0.2206348769,3.6962812476,3.1803331125,-0.310298251
050,1,2,36,071,New York,Orange County,372813,372782,373428,374293,374026,374958,375994,377647,646,865,-267,932,1036,1653,1266,4926,4889,4696,4899,4984,520,2599,2444,2654,2592,2652,746,2327,2445,2042,2307,2332,161,645,730,707,815,845,-269,-1991,-3487,-1838,-1917,-1477,-108,-1346,-2757,-1131,-1102,-632,8,-116,45,21,-169,-47,12230,12211,12010,11651,11480,11332,11331,13.176037586,13.066619984,12.539653718,13.047438451,13.226456629,6.9517908418,6.5319736636,7.0869337663,6.9032374905,7.0378336635,6.2242467444,6.5346463206,5.4527199513,6.1442009609,6.188622965,1.7252424367,1.9510395967,1.8878907961,2.1705781461,2.2424470006,-5.325515801,-9.319554896,-4.907982013,-5.105519394,-3.91963813,-3.600273364,-7.368515299,-3.020091217,-2.934941248,-1.677191129
050,1,2,36,073,New York,Orleans County,42883,42876,42847,42703,42469,42323,41944,41582,-29,-144,-234,-146,-379,-362,112,431,401,411,411,409,118,412,422,423,419,398,-6,19,-21,-12,-8,11,11,33,26,29,38,40,-37,-198,-245,-176,-406,-391,-26,-165,-219,-147,-368,-351,3,2,6,13,-3,-22,2586,2576,2563,2596,2741,2750,2734,10.07597896,9.4162400789,9.694310784,9.7547082488,9.7933577569,9.6317942724,9.9093598835,9.9773563544,9.9445809154,9.529966717,0.4441846873,-0.493119805,-0.28304557,-0.189872667,0.2633910399,0.7714786674,0.6105292819,0.684026795,0.9018951666,0.9577855997,-4.628872005,-5.753064387,-4.151335032,-9.636037832,-9.362354237,-3.857393337,-5.142535105,-3.467308237,-8.734142666,-8.404568637
050,1,2,36,075,New York,Oswego County,122109,122109,122132,122021,121572,121339,120835,120146,23,-111,-449,-233,-504,-689,344,1339,1332,1330,1349,1326,219,1071,999,1114,1045,1037,125,268,333,216,304,289,15,59,66,68,87,88,-103,-385,-870,-523,-842,-975,-88,-326,-804,-455,-755,-887,-14,-53,22,6,-53,-91,4954,4915,4849,4702,4873,4933,4932,10.968532027,10.936274852,10.950512739,11.140750039,11.005016993,8.7731873047,8.2022061389,9.1720836026,8.6301584811,8.6064876484,2.1953447224,2.734068713,1.7784291366,2.5105915581,2.3985293446,0.4833035023,0.5418874927,0.5598758393,0.718491663,0.7303480357,-3.153760142,-7.143062403,-4.306103882,-6.953677934,-8.09192426,-2.67045664,-6.601174911,-3.746228042,-6.235186271,-7.361576224
050,1,2,36,077,New York,Otsego County,62259,62249,62203,61985,61826,61599,60948,60636,-46,-218,-159,-227,-651,-312,127,531,516,546,523,524,112,614,600,589,612,614,15,-83,-84,-43,-89,-90,13,46,48,52,61,61,-66,-172,-123,-152,-605,-257,-53,-126,-75,-100,-544,-196,-8,-9,0,-84,-18,-26,5320,5311,5386,5483,5492,5357,5360,8.5515508745,8.3352852331,8.8474782256,8.5355006651,8.6195552046,9.8882339679,9.6921921316,9.5442576463,9.9880046023,10.10001316,-1.336683093,-1.356906898,-0.696779421,-1.452503937,-1.480457955,0.7408123168,0.7753753705,0.8426169739,0.9955364064,1.0034215028,-2.76999388,-1.986899387,-2.463034231,-9.87376272,-4.227529938,-2.029181563,-1.211524016,-1.620417257,-8.878226313,-3.224108435
050,1,2,36,079,New York,Putnam County,99710,99750,99795,99907,99644,99596,99252,99042,45,112,-263,-48,-344,-210,248,908,838,821,814,826,187,674,626,705,679,690,61,234,212,116,135,136,37,117,130,138,159,160,-51,-201,-607,-305,-685,-436,-14,-84,-477,-167,-526,-276,-2,-38,2,3,47,-70,2592,2599,2591,2591,2585,2418,2420,9.0935493886,8.3988554304,8.2413170046,8.1871580303,8.3310639757,6.7500575858,6.2740853215,7.0768921903,6.829336981,6.9593633695,2.3434918028,2.1247701089,1.1644248143,1.3578210492,1.3717006062,1.1717459014,1.3029250668,1.3852640032,1.599211458,1.613765419,-2.012999369,-6.083657812,-3.06163421,-6.889684583,-4.397510767,-0.841253468,-4.780732745,-1.676370207,-5.290473125,-2.783745348
050,1,2,36,081,New York,Queens County,2230722,2230541,2235573,2261144,2280072,2302881,2322450,2339150,5032,25571,18928,22809,19569,16700,7598,30802,30123,30885,30139,30432,3339,13891,13832,14453,14727,15125,4259,16911,16291,16432,15412,15307,5695,25745,24132,26473,30139,30051,-4793,-17316,-21138,-17311,-27261,-25387,902,8429,2994,9162,2878,4664,-129,231,-357,-2785,1279,-3271,28000,27990,27865,27643,27616,26964,26901,13.699772523,13.266490737,13.478209355,13.032148402,13.056461301,6.1782851801,6.0917604448,6.3072870265,6.3679766918,6.4891882615,7.5214873429,7.1747302925,7.1709223289,6.6641717101,6.5672730393,11.450576054,10.627990388,11.552813219,13.032148402,12.892998112,-7.701618759,-9.30940083,-7.554517797,-11.78769692,-10.89196842,3.7489572948,1.3185895584,3.9982954222,1.2444514782,2.0010296894
050,1,2,36,083,New York,Rensselaer County,159429,159427,159372,159731,159636,159784,160083,160266,-55,359,-95,148,299,183,429,1715,1677,1665,1777,1780,417,1482,1456,1549,1491,1514,12,233,221,116,286,266,74,315,321,349,400,399,-139,-125,-647,-337,-295,-506,-65,190,-326,12,105,-107,-2,-64,10,20,-92,24,5607,5602,5926,5952,5937,5920,5915,10.748880456,10.502024317,10.425145576,11.110867954,11.112880015,9.2885369301,9.1180366162,9.6988291278,9.3226247159,9.452191204,1.4603435254,1.3839877007,0.7263164486,1.7882432386,1.6606888113,1.9742841653,2.0102264793,2.1852106944,2.5010394945,2.4910332169,-0.783446097,-4.051764897,-2.11007451,-1.844516627,-3.159054656,1.190838068,-2.041538418,0.0751361843,0.6565228673,-0.668021439
050,1,2,36,085,New York,Richmond County,468730,468730,469645,471102,470874,472570,473301,474558,915,1457,-228,1696,731,1257,1381,5695,5400,5367,5300,5387,790,3322,3187,3640,3698,3820,591,2373,2213,1727,1602,1567,217,1225,1195,1303,1537,1551,139,-2091,-3684,-1101,-2106,-1724,356,-866,-2489,202,-569,-173,-32,-50,48,-233,-302,-137,7838,8055,7815,7050,7089,7098,7094,12.107399758,11.465260261,11.377463845,11.206602169,11.366669515,7.0624726946,6.7666267506,7.716409241,7.8192480793,8.0602705677,5.0449270633,4.6986335108,3.6610546042,3.3873540895,3.3063989475,2.6043133807,2.5372196319,2.7622201212,3.249914629,3.272638652,-4.445403493,-7.821855334,-2.334001806,-4.453038522,-3.637671848,-1.841090112,-5.284635702,0.428218315,-1.203123893,-0.365033196
050,1,2,36,087,New York,Rockland County,311687,311687,312484,315807,317775,320498,323323,326037,797,3323,1968,2723,2825,2714,1121,4558,4639,4622,4984,5204,453,1970,1976,2158,2178,2287,668,2588,2663,2464,2806,2917,344,1547,1352,1500,1708,1704,-204,-645,-2070,-1059,-1526,-1863,140,902,-718,441,182,-159,-11,-167,23,-182,-163,-44,7183,7180,7276,7182,7065,7002,7002,14.509200355,14.643724096,14.482831014,15.482564253,16.028089196,6.2709795302,6.2375509405,6.7619968258,6.765855727,7.0438585684,8.2382208244,8.4061731552,7.7208341885,8.7167085261,8.9842306271,4.9244697123,4.2677980119,4.7001831505,5.3058225811,5.2482444253,-2.053188729,-6.534276542,-3.318329304,-4.740448044,-5.737957373,2.8712809829,-2.26647853,1.3818538462,0.5653745373,-0.489712948
050,1,2,36,089,New York,St. Lawrence County,111944,111941,111822,112477,112595,112222,111753,111007,-119,655,118,-373,-469,-746,309,1271,1215,1246,1228,1194,282,1009,1036,995,1029,1019,27,262,179,251,199,175,34,178,204,198,216,224,-181,207,-252,-807,-834,-1159,-147,385,-48,-609,-618,-935,1,8,-13,-15,-50,14,10751,10665,11197,11355,11238,11363,11354,11.333086639,10.796545106,11.084571007,10.965509543,10.720057461,8.9969192908,9.2059429871,8.8516437814,9.1885255051,9.1488597594,2.336167348,1.5906021184,2.2329272253,1.7769840384,1.5711977016,1.5871671296,1.8127532523,1.7614326319,1.9287866949,2.011133058,1.8457505383,-2.239283429,-7.179172394,-7.447259739,-10.40581792,3.4329176679,-0.426530177,-5.417739762,-5.518473044,-8.394684863
050,1,2,36,091,New York,Saratoga County,219607,219613,220088,221165,222531,224221,224704,226249,475,1077,1366,1690,483,1545,628,2171,2192,2249,2265,2264,367,1675,1628,1723,1814,1850,261,496,564,526,451,414,87,244,470,414,421,474,133,388,352,745,-410,645,220,632,822,1159,11,1119,-6,-51,-20,5,21,12,3950,3913,3876,3885,3894,3470,3466,9.840159727,9.8806389961,10.068225772,10.090772401,10.040957705,7.5920163716,7.3383577945,7.7134517585,8.0815280949,8.2048461813,2.2481433554,2.5422812015,2.3547740133,2.0092443058,1.8361115238,1.1059414893,2.118567668,1.8533772652,1.8755916913,2.1022146432,1.7586282699,1.5866719556,3.3351837261,-1.826585733,2.8606085335,2.8645697593,3.7052396235,5.1885609913,0.0490059587,4.9628231767
050,1,2,36,093,New York,Schenectady County,154727,154721,154896,154658,154885,154912,154919,154604,175,-238,227,27,7,-315,451,1825,1858,1838,1689,1733,357,1515,1513,1562,1487,1461,94,310,345,276,202,272,94,361,351,358,407,409,-9,-974,-462,-546,-501,-896,85,-613,-111,-188,-94,-487,-4,65,-7,-61,-101,-100,4434,4423,4513,4561,4407,4511,4513,11.791157601,12.004794164,11.865834724,10.902717933,11.197875441,9.7882760358,9.7757015988,10.084022763,9.5987812711,9.4403323824,2.0028815651,2.2290925655,1.7818119607,1.3039366622,1.7575430582,2.3323878871,2.2678593927,2.3111908766,2.6272387205,2.6427761426,-6.292924659,-2.985045696,-3.524888879,-3.234021128,-5.789553603,-3.960536772,-0.717186304,-1.213698002,-0.606782407,-3.146777461
050,1,2,36,095,New York,Schoharie County,32749,32744,32687,32658,32071,31849,31656,31330,-57,-29,-587,-222,-193,-326,82,299,266,250,257,251,88,266,252,277,281,280,-6,33,14,-27,-24,-29,2,16,20,22,24,24,-46,-67,-634,-153,-219,-244,-44,-51,-614,-131,-195,-220,-7,-11,13,-64,26,-77,1556,1556,1483,1303,1351,1420,1421,9.1514270411,8.2188817995,7.8222778473,8.0938508779,7.9700250849,8.1414033208,7.7863090732,8.6670838548,8.8496968743,8.8908646366,1.0100237203,0.4325727263,-0.844806008,-0.755845996,-0.920839552,0.4897084704,0.6179610376,0.6883604506,0.7558459964,0.7620741117,-2.05065422,-19.58936489,-4.787234043,-6.897094717,-7.747753469,-1.560945749,-18.97140385,-4.098873592,-6.141248721,-6.985679357
050,1,2,36,097,New York,Schuyler County,18343,18339,18310,18496,18576,18492,18301,18186,-29,186,80,-84,-191,-115,47,166,192,171,155,158,68,215,193,196,170,180,-21,-49,-1,-25,-15,-22,0,9,10,11,11,11,-4,171,72,-72,-177,-112,-4,180,82,-61,-166,-101,-4,55,-1,2,-10,8,354,354,379,413,365,203,203,9.0202684345,10.358221839,9.2262868242,8.4255157231,8.6606188505,11.682877792,10.412170911,10.575159167,9.2408882124,9.8665278044,-2.662609357,-0.053949072,-1.348872343,-0.815372489,-1.205908954,0.4890506983,0.5394907208,0.5935038308,0.5979398255,0.6029544769,9.2919632669,3.8843331895,-3.884752347,-9.621395374,-6.139172856,9.7810139651,4.4238239102,-3.291248516,-9.023455549,-5.536218379
050,1,2,36,099,New York,Seneca County,35251,35244,35245,35359,35381,35258,34890,34833,1,114,22,-123,-368,-57,114,367,383,353,408,378,66,314,332,330,315,313,48,53,51,23,93,65,5,13,15,15,20,20,-44,50,-35,-134,-486,-83,-39,63,-20,-119,-466,-63,-8,-2,-9,-27,5,-59,2809,2822,2834,2909,2851,2823,2808,10.396011557,10.828385638,9.9944789705,11.632548326,10.842906932,8.8946801881,9.3864857224,9.343280624,8.9810115755,8.9783858985,1.5013313693,1.4418999152,0.6511983465,2.6515367509,1.8645210332,0.3682510906,0.4240882103,0.4246945738,0.5702229572,0.5736987795,1.4163503484,-0.989539157,-3.793938193,-13.85641786,-2.380849935,1.784601439,-0.565450947,-3.369243619,-13.2861949,-1.807151155
050,1,2,36,101,New York,Steuben County,98990,98994,98991,99286,99094,98987,98326,97631,-3,295,-192,-107,-661,-695,314,1104,1127,1112,1057,1078,214,959,982,947,972,978,100,145,145,165,85,100,16,66,68,70,82,82,-112,74,-399,-285,-824,-880,-96,140,-331,-215,-742,-798,-7,10,-6,-57,-4,3,1583,1587,1584,1588,1770,1742,1743,11.135936089,11.362032463,11.22773007,10.713941808,11.002413795,9.6733357878,9.9001915516,9.5617449427,9.8523665445,9.9817817174,1.4626003016,1.4618409114,1.6659851273,0.8615752637,1.0206320774,0.6657353097,0.6855529791,0.7067815692,0.8311667249,0.8369183035,0.7464304987,-4.022582922,-2.877610674,-8.352211968,-8.981562282,1.4121658084,-3.337029943,-2.170829105,-7.521045243,-8.144643978
050,1,2,36,103,New York,Suffolk County,1493350,1493291,1494878,1500649,1500001,1502288,1502342,1501587,1587,5771,-648,2287,54,-755,4374,16466,16059,15617,15575,15568,2710,11578,11456,11943,12085,12262,1664,4888,4603,3674,3490,3306,1049,4570,4289,4680,5326,5335,-1119,-3109,-9745,-5976,-7957,-9522,-70,1461,-5456,-1296,-2631,-4187,-7,-578,205,-91,-805,126,29406,29313,29228,29116,28986,28783,28781,10.993724977,10.703680869,10.403395543,10.367333083,10.365091851,7.7301923835,7.6356789362,7.9559296257,8.0442517049,8.1639745813,3.2635325938,3.0680019329,2.4474659168,2.3230813777,2.2011172701,3.0512160298,2.8587139453,3.117621255,3.5451952487,3.5520147114,-2.075761627,-6.49525936,-3.980962526,-5.296492413,-6.33969711,0.9754544025,-3.636545415,-0.863341271,-1.751297165,-2.787682399
050,1,2,36,105,New York,Sullivan County,77547,77541,77433,77116,76956,76929,75770,74877,-108,-317,-160,-27,-1159,-893,209,845,869,918,834,824,151,728,766,738,674,739,58,117,103,180,160,85,34,178,170,183,222,224,-178,-576,-422,-304,-1597,-1053,-144,-398,-252,-121,-1375,-829,-22,-36,-11,-86,56,-149,3825,3819,3824,3840,3825,3815,3809,10.935043255,11.280440314,11.930987426,10.92345071,10.939481038,9.4209603427,9.9434030843,9.5915781265,8.8278246747,9.8110151546,1.5140829122,1.3370372293,2.3394092992,2.0956260355,1.1284658838,2.3034765673,2.2067604756,2.3783994541,2.9076811243,2.9738395056,-7.453946645,-5.477958357,-3.951002372,-20.91696737,-13.97970089,-5.150470077,-3.271197882,-1.572602918,-18.00928624,-11.00586138
050,1,2,36,107,New York,Tioga County,51125,51123,51074,51022,50378,50210,49930,49453,-49,-52,-644,-168,-280,-477,132,470,474,518,537,546,124,414,442,406,400,434,8,56,32,112,137,112,0,-2,-5,-4,-2,-2,-57,-103,-674,-254,-400,-517,-57,-105,-679,-258,-402,-519,0,-3,3,-22,-15,-70,523,526,522,523,524,517,517,9.2070208431,9.349112426,10.299439297,10.724985021,10.987794693,8.1100141044,8.7179487179,8.072533503,7.9888156581,8.7338880895,1.0970067388,0.6311637081,2.2269057939,2.7361693629,2.2539066037,-0.039178812,-0.098619329,-0.07953235,-0.039944078,-0.040248332,-2.017708823,-13.2938856,-5.050304211,-7.988815658,-10.40419388,-2.056887635,-13.39250493,-5.129836561,-8.028759736,-10.44444221
050,1,2,36,109,New York,Tompkins County,101564,101594,101774,102120,103133,104367,104727,104926,180,346,1013,1234,360,199,246,843,933,917,855,842,121,692,652,675,638,604,125,151,281,242,217,238,226,997,1027,1115,1267,1266,-172,-823,-295,-117,-1097,-1313,54,174,732,998,170,-47,1,21,0,-6,-27,8,13232,13220,13119,13075,13278,13265,13249,8.2690025209,9.0912191296,8.8385542169,8.1781399753,8.0323200717,6.7878407408,6.3531349115,6.5060240964,6.1025184845,5.7619018092,1.4811617801,2.738084218,2.3325301205,2.0756214908,2.2704182626,9.7795913563,10.007161893,10.746987952,12.118951285,12.077098825,-8.072822153,-2.874501225,-1.127710843,-10.49288837,-12.52545873,1.7067692036,7.1326606676,9.6192771084,1.6260629191,-0.448359909
050,1,2,36,111,New York,Ulster County,182493,182531,182421,182676,181839,181054,180787,180143,-110,255,-837,-785,-267,-644,419,1738,1637,1600,1566,1602,416,1577,1613,1617,1631,1641,3,161,24,-17,-65,-39,80,348,367,387,446,446,-190,-284,-1247,-1147,-529,-1014,-110,64,-880,-760,-83,-568,-3,30,19,-8,-119,-37,11773,11766,11784,11798,11765,11805,11651,9.5207574973,8.9817977312,8.8180262502,8.6557355302,8.8770675754,8.6388000997,8.8501159074,8.9117177791,9.0150093549,9.0931759621,0.8819573976,0.1316818238,-0.093691529,-0.359273825,-0.216108387,1.906342698,2.0136345555,2.1328600993,2.4651711663,2.471393345,-1.555750937,-6.841968095,-6.321422568,-2.923936204,-5.618818053,0.3505917605,-4.828333539,-4.188562469,-0.458765038,-3.147424708
050,1,2,36,113,New York,Warren County,65707,65705,65684,65693,65421,65146,64954,64688,-21,9,-272,-275,-192,-266,154,617,611,597,603,623,185,636,661,632,674,640,-31,-19,-50,-35,-71,-17,6,25,26,28,34,33,8,46,-248,-316,-108,-266,14,71,-222,-288,-74,-233,-4,-43,0,48,-47,-16,738,739,735,720,677,698,698,9.3928160941,9.3201336242,9.1447302917,9.2697924673,9.6110828281,9.6820600257,10.082828683,9.6808535082,10.361260569,9.8733435152,-0.289243932,-0.762695059,-0.536123216,-1.091468101,-0.262260687,0.3805841205,0.3966014308,0.4288985731,0.5226748655,0.509094275,0.7002747817,-3.782967494,-4.840426754,-1.660261337,-4.103608399,1.0808589022,-3.386366063,-4.411528181,-1.137586472,-3.594514124
050,1,2,36,115,New York,Washington County,63216,63216,63292,63083,63041,62744,62402,62230,76,-209,-42,-297,-342,-172,130,638,657,623,589,591,114,625,602,615,596,628,16,13,55,8,-7,-37,1,19,16,18,20,20,61,-235,-112,-262,-310,-146,62,-216,-96,-244,-290,-126,-2,-6,-1,-61,-45,-9,3164,3176,3133,3186,3167,3167,3149,10.096933729,10.41831848,9.9057916286,9.4130056094,9.4839206624,9.8911968348,9.546160921,9.778590452,9.5248749461,10.077668657,0.2057368942,0.8721575592,0.1272011766,-0.111869337,-0.593747994,0.3006923838,0.2537185627,0.2862026474,0.319626676,0.3209448617,-3.71909001,-1.776029939,-4.165838534,-4.954213479,-2.34289749,-3.418397626,-1.522311376,-3.879635887,-4.634586803,-2.021952629
050,1,2,36,117,New York,Wayne County,93772,93750,93755,93267,93017,92434,91914,91446,5,-488,-250,-583,-520,-468,256,993,1014,989,965,994,231,855,816,849,809,808,25,138,198,140,156,186,23,81,87,93,107,107,-43,-673,-543,-797,-749,-658,-20,-592,-456,-704,-642,-551,0,-34,8,-19,-34,-103,1390,1409,1348,1353,1304,1122,1120,10.619071553,10.886603251,10.665890181,10.469329746,10.842059337,9.1433093433,8.7608168173,9.1560573952,8.7768785124,8.8132635253,1.4757622098,2.1257864336,1.509832786,1.6924512335,2.0287958115,0.8662082536,0.9340576754,1.0029603507,1.1608479615,1.1671029668,-7.197014255,-5.82980825,-8.59526236,-8.12593573,-7.177137871,-6.330806001,-4.895750574,-7.59230201,-6.965087769,-6.010034904
050,1,2,36,119,New York,Westchester County,949113,949092,950636,957270,961577,968826,972504,976396,1544,6634,4307,7249,3678,3892,2857,10976,10621,10552,10629,10699,1515,7095,6905,7237,7096,7179,1342,3881,3716,3315,3533,3520,1049,4973,4576,5037,5795,5793,-755,-1996,-3946,-455,-5926,-4487,294,2977,630,4582,-131,1306,-92,-224,-39,-648,276,-934,28704,28725,28822,28760,28275,27893,27921,11.505807938,11.070189546,10.932432243,10.950224846,10.979526913,7.4374733346,7.1970303,7.4979162382,7.3104521127,7.367232798,4.0683346035,3.8731592462,3.4345160052,3.6397727331,3.6122941146,5.2130450871,4.7695308693,5.2185994323,5.9701338773,5.9448919904,-2.092346269,-4.112886541,-0.471404158,-6.1050929,-4.604648776,3.1206988185,0.6566443286,4.7471952748,-0.134959023,1.3402432141
050,1,2,36,121,New York,Wyoming County,42155,42131,42088,41900,41738,41400,41179,41013,-43,-188,-162,-338,-221,-166,91,415,380,377,388,384,72,382,357,396,321,326,19,33,23,-19,67,58,4,17,22,23,25,26,-62,-261,-205,-333,-310,-200,-58,-244,-183,-310,-285,-174,-4,23,-2,-9,-3,-50,3961,3956,3909,3831,3811,3858,3832,9.8823641473,9.0867787369,9.0692583416,9.3970622071,9.3439750827,9.0965376006,8.5367894976,9.5263297169,7.7743736301,7.9326455129,0.7858265466,0.5499892393,-0.457071375,1.622688577,1.4113295698,0.4048197362,0.5260766637,0.553296928,0.6054808123,0.6326649796,-6.215173596,-4.902078003,-8.010777262,-7.507962073,-4.866653689,-5.81035386,-4.376001339,-7.457480334,-6.90248126,-4.233988709
050,1,2,36,123,New York,Yates County,25348,25351,25349,25387,25253,25135,25112,25048,-2,38,-134,-118,-23,-64,75,313,309,325,303,305,38,241,255,268,252,252,37,72,54,57,51,53,2,12,12,12,16,17,-39,-50,-202,-170,-92,-101,-37,-38,-190,-158,-76,-84,-2,4,2,-17,2,-33,1293,1284,1368,1333,1279,1251,1251,12.33837906,12.203791469,12.899896801,12.060421518,12.16108453,9.500157679,10.071090047,10.637453362,10.030449579,10.04784689,2.8382213813,2.1327014218,2.2624434389,2.0299719386,2.1132376396,0.4730368969,0.4739336493,0.4763038819,0.6368539415,0.677830941,-1.97098707,-7.977883096,-6.747638327,-3.661910164,-4.027113238,-1.497950173,-7.503949447,-6.271334445,-3.025056222,-3.349282297
